     17.50000000	      6.16307026	   -165.25935295	      5.50754998	      0.14599408	      1.44580779	      0.04959508	    -29.78132426	     -2.32103232	    -11.11022246	     53.78427420	     13.28353408	      1.23293471	     18.04658070	     11.96616102	      6.00891648	     25.64410200	    124.86678433
     17.51000000	      6.12405265	   -165.25473265	      5.53410547	      0.14611409	      1.44583261	      0.04946224	    -29.77882683	     -2.31417286	    -11.06208186	     53.78118252	     13.32267427	      1.25631021	     18.04066940	     12.01016628	      5.99813862	     25.64340272	    124.86467722
     17.52000000	      6.08292406	   -165.25004820	      5.56113050	      0.14623509	      1.44586655	      0.04930547	    -29.77717468	     -2.30804351	    -11.00797616	     53.77724282	     13.36591913	      1.28379300	     18.03287040	     12.06520038	      5.98493913	     25.64194635	    124.86226832
     17.53000000	      6.23233057	   -165.27001413	      5.50579542	      0.14617212	      1.44564144	      0.04925616	    -29.78900282	     -2.25593106	    -10.99291622	     53.82754247	     13.19227984	      1.36507913	     18.07029941	     12.61845816	      5.78603115	     25.57536479	    124.83206442
     17.54000000	      6.17722359	   -165.26704329	      5.54280328	      0.14632534	      1.44566649	      0.04909828	    -29.78958502	     -2.24452714	    -10.92916645	     53.81976030	     13.24738143	      1.39163113	     18.06071482	     12.68084223	      5.77153289	     25.57266890	    124.82975096
     17.55000000	      6.12032310	   -165.26362145	      5.57757247	      0.14646115	      1.44571184	      0.04890714	    -29.79122796	     -2.23635146	    -10.85831705	     53.81114567	     13.30610392	      1.42473500	     18.04844529	     12.75743068	      5.75319602	     25.56899832	    124.82687365
     17.56000000	      6.21973696	   -165.27255993	      5.48621552	      0.14636635	      1.44558532	      0.04892186	    -29.82978002	     -2.20131302	    -10.90491591	     53.85118245	     13.07892268	      1.45293971	     18.06937958	     13.50764217	      5.49719637	     25.48866420	    124.80631378
     17.57000000	      6.15119790	   -165.26679479	      5.53356939	      0.14653024	      1.44561494	      0.04870158	    -29.82894812	     -2.18721559	    -10.82284758	     53.84135714	     13.15051446	      1.48726824	     18.05666791	     13.58696957	      5.47889927	     25.48552830	    124.80357985
     17.58000000	      6.22360605	   -165.26341676	      5.47257026	      0.14650477	      1.44557587	      0.04860190	    -29.85447589	     -2.18050116	    -10.80673066	     53.84162269	     13.01315682	      1.50948796	     18.06712846	     14.18214574	      5.22886519	     25.42357871	    124.79011982
     17.59000000	      6.14627738	   -165.25765257	      5.52838895	      0.14667911	      1.44560840	      0.04839433	    -29.85407653	     -2.16221628	    -10.71435579	     53.82988649	     13.09460207	      1.54723111	     18.05193585	     14.27176513	      5.20784480	     25.41972863	    124.78710094
     17.60000000	      6.21001102	   -165.25247650	      5.46887662	      0.14665777	      1.44555574	      0.04830961	    -29.87604704	     -2.14139145	    -10.70355011	     53.83540902	     12.93541365	      1.57359585	     18.04292057	     14.91787695	      4.89484333	     25.35075188	    124.77599264
     17.61000000	      6.12394569	   -165.24610151	      5.53089309	      0.14683762	      1.44558889	      0.04806116	    -29.87569112	     -2.12139463	    -10.59971707	     53.82211630	     13.02691754	      1.61655037	     18.02556864	     15.01778604	      4.87111085	     25.34668740	    124.77263462
     17.62000000	      6.18915661	   -165.27666170	      5.42360219	      0.14674722	      1.44586531	      0.04805141	    -29.94125146	     -2.17310956	    -10.47045075	     53.73138637	     13.08897255	      1.68466340	     17.93137090	     15.40097076	      4.70786937	     25.26321820	    124.75924677
     17.63000000	      6.09825685	   -165.26372508	      5.49857701	      0.14695055	      1.44587925	      0.04774854	    -29.93467615	     -2.14370587	    -10.36031143	     53.72326439	     13.18460070	      1.73324535	     17.91245145	     15.51859742	      4.68056010	     25.26043233	    124.75530322
     17.64000000	      6.21266433	   -165.23496969	      5.45622109	      0.14692210	      1.44549357	      0.04764074	    -29.93136022	     -2.03554365	    -10.46481535	     53.81333827	     12.85055939	      1.83887304	     17.79118112	     16.50910803	      4.20405048	     25.18824497	    124.72970789
     17.65000000	      6.11042603	   -165.22802757	      5.53321236	      0.14711639	      1.44553027	      0.04737249	    -29.93101007	     -2.00748767	    -10.34169375	     53.79595679	     12.96161653	      1.88675960	     17.76930696	     16.62814988	      4.17545250	     25.18254545	    124.72593116
     17.66000000	      6.19950104	   -165.21974147	      5.44667771	      0.14709427	      1.44548935	      0.04725541	    -29.93122139	     -1.97888859	    -10.32257665	     53.79740799	     12.80934521	      1.93994006	     17.67271198	     17.39802880	      3.72660496	     25.10217515	    124.72031204
     17.67000000	      6.08931903	   -165.21332313	      5.53060490	      0.14727989	      1.44553095	      0.04697870	    -29.93182095	     -1.94818723	    -10.18996748	     53.77824090	     12.92900539	      1.99168312	     17.64929587	     17.52509483	      3.69593519	     25.09666763	    124.71630311
     17.68000000	      6.17573471	   -165.21018821	      5.44411668	      0.14725502	      1.44549646	      0.04688087	    -29.93148653	     -1.91743175	    -10.15876452	     53.77725234	     12.77874513	      2.04421130	     17.55599663	     18.31144862	      3.18568522	     25.01412909	    124.72183791
     17.69000000	      6.05895534	   -165.20280683	      5.53413396	      0.14743274	      1.44553861	      0.04658034	    -29.93162272	     -1.88425252	    -10.01710733	     53.75709933	     12.90674229	      2.09963469	     17.53152100	     18.44620477	      3.15335100	     25.00893825	    124.71765171
     17.70000000	      6.17769898	   -165.20035578	      5.44856572	      0.14738988	      1.44548529	      0.04646850	    -29.93545080	     -1.85404091	     -9.96478621	     53.75430510	     12.78251019	      2.18277810	     17.42177649	     19.24048461	      2.64767143	     24.93158289	    124.72146845
     17.71000000	      6.05441729	   -165.19388319	      5.54579962	      0.14757692	      1.44552274	      0.04618032	    -29.93659469	     -1.81575348	     -9.81615687	     53.73154209	     12.91861391	      2.23841046	     17.39510733	     19.38255042	      2.61341949	     24.92529367	    124.71717627
     17.72000000	      6.15278122	   -165.18957382	      5.44866947	      0.14753474	      1.44549906	      0.04605077	    -29.92818461	     -1.78096584	     -9.77344260	     53.73648501	     12.79416827	      2.30698963	     17.27690874	     20.21144423	      2.05602329	     24.84017651	    124.72752292
     17.73000000	      6.02455951	   -165.18300231	      5.55231082	      0.14772231	      1.44553138	      0.04575839	    -29.92939459	     -1.73883486	     -9.61775932	     53.71203615	     12.93782706	      2.36390204	     17.24897845	     20.35979721	      2.02042286	     24.83375330	    124.72313999
     17.74000000	      6.10964981	   -165.11096382	      5.46611458	      0.14777877	      1.44572913	      0.04560551	    -29.94605039	     -1.72468956	     -8.22754187	     53.05513160	     12.24055248	      0.41723308	     22.62819712	     21.05221860	     -4.51713239	     24.54864011	    127.32765256
     17.75000000	      5.97836600	   -165.10849749	      5.57739298	      0.14794669	      1.44574974	      0.04531903	    -29.94972860	     -1.67666736	     -8.06717414	     53.02914838	     12.38865497	      0.47749288	     22.59258742	     21.20738689	     -4.54943296	     24.54432957	    127.32166779
     17.76000000	      6.11054990	   -165.14728083	      5.46605255	      0.14787771	      1.44567098	      0.04522829	    -29.91951397	     -1.61430213	     -8.01071513	     53.00712642	     12.30385928	      0.58211545	     22.32429180	     22.08123900	     -4.85843981	     24.46788050	    127.25285904
     17.77000000	      5.97305377	   -165.14214149	      5.58120667	      0.14803112	      1.44569661	      0.04492045	    -29.92194913	     -1.56454401	     -7.84449263	     52.98054993	     12.45837699	      0.64356969	     22.28667206	     22.24130163	     -4.89254256	     24.46247091	    127.24679526
     17.78000000	      6.07974355	   -165.14300345	      5.46415399	      0.14800369	      1.44569379	      0.04475434	    -29.88593925	     -1.51920168	     -7.80210549	     52.97909604	     12.38898621	      0.71817903	     21.97156690	     23.12313646	     -5.25843777	     24.36131561	    127.18040076
     17.79000000	      5.93867852	   -165.13853262	      5.58475219	      0.14815553	      1.44571343	      0.04444946	    -29.88929215	     -1.46578686	     -7.63140576	     52.95131286	     12.54899230	      0.77959801	     21.93252913	     23.28715730	     -5.29354671	     24.35599174	    127.17431952
     17.80000000	      6.04456903	   -165.13658229	      5.46837843	      0.14814427	      1.44572114	      0.04428904	    -29.85716105	     -1.42598196	     -7.58769571	     52.97719706	     12.50288374	      0.83921058	     21.60976116	     24.17429840	     -5.68544779	     24.25989714	    127.11405557
     17.81000000	      5.90016970	   -165.13149917	      5.59299400	      0.14828128	      1.44574056	      0.04397416	    -29.86029278	     -1.37020014	     -7.41281606	     52.94934230	     12.66734867	      0.90162749	     21.57029204	     24.34200933	     -5.72116326	     24.25509977	    127.10796560
     17.82000000	      6.00526613	   -165.12625954	      5.47213306	      0.14828600	      1.44575842	      0.04381407	    -29.83070182	     -1.33104586	     -7.36920884	     52.99883730	     12.64218019	      0.94549415	     21.25008659	     25.24271121	     -6.13264253	     24.15527110	    127.05494255
     17.83000000	      5.85833312	   -165.12072674	      5.60024793	      0.14840399	      1.44577724	      0.04348955	    -29.83366725	     -1.27307475	     -7.19123943	     52.97114686	     12.81005594	      1.00850037	     21.21062614	     25.41309881	     -6.16861425	     24.15113465	    127.04886315
     17.84000000	      5.97142419	   -165.11618840	      5.48081516	      0.14839296	      1.44578218	      0.04333448	    -29.81432193	     -1.22960377	     -7.14183326	     53.04020435	     12.80746461	      1.05057172	     20.91452164	     26.31477330	     -6.57698059	     24.05409447	    127.00217888
     17.85000000	      5.82167384	   -165.11111879	      5.61284912	      0.14851240	      1.44579571	      0.04300884	    -29.81792638	     -1.16838981	     -6.96095008	     53.01150269	     12.97939635	      1.11275261	     20.87408385	     26.48824807	     -6.61351180	     24.04955916	    126.99610060
     17.86000000	      5.91776524	   -165.10347573	      5.48354364	      0.14851540	      1.44581625	      0.04284386	    -29.79644568	     -1.12128726	     -6.92541019	     53.10695263	     12.99154302	      1.12546834	     20.58574738	     27.41357652	     -7.04418418	     23.93716447	    126.95359487
     17.87000000	      5.76680776	   -165.09782485	      5.61785970	      0.14861943	      1.44583370	      0.04250970	    -29.79969280	     -1.05860402	     -6.74263888	     53.07863334	     13.16570832	      1.18777162	     20.54573005	     27.58844065	     -7.08062547	     23.93327611	    126.94751643
     17.88000000	      5.87900960	   -165.09341710	      5.48661344	      0.14860884	      1.44584575	      0.04235674	    -29.78884515	     -1.00783542	     -6.69520831	     53.18391842	     13.20519797	      1.20051492	     20.28869842	     28.50918440	     -7.49634985	     23.82215848	    126.90716040
