UNKNOWN
version=1
nRows=151
nColumns=139
inDegrees=no
endheader
time	simulation	anconeus_1	anconeus_2	anconeus_3	anconeus_4	anconeus_5	bic_b_1	bic_l	brachialis_1	brachialis_2	brachialis_3	brachialis_4	brachialis_5	brachialis_6	brachialis_7	brachiorad_1	brachiorad_2	brachiorad_3	coracobr_1	coracobr_2	coracobr_3	delt_clav_1	delt_clav_2	delt_clav_3	delt_clav_4	delt_scap10	delt_scap11	delt_scap_1	delt_scap_2	delt_scap_3	delt_scap_4	delt_scap_5	delt_scap_6	delt_scap_7	delt_scap_8	delt_scap_9	infra_1	infra_2	infra_3	infra_4	infra_5	infra_6	lat_dorsi_1	lat_dorsi_2	lat_dorsi_3	lat_dorsi_4	lat_dorsi_5	lat_dorsi_6	lev_scap_1	lev_scap_2	pect_maj_c_1	pect_maj_c_2	pect_maj_t_1	pect_maj_t_2	pect_maj_t_3	pect_maj_t_4	pect_maj_t_5	pect_maj_t_6	pect_min_1	pect_min_2	pect_min_3	pect_min_4	pron_quad_1	pron_quad_2	pron_quad_3	pron_teres_1	pron_teres_2	rhomboid_1	rhomboid_2	rhomboid_3	rhomboid_4	rhomboid_5	serr_ant10	serr_ant11	serr_ant12	serr_ant_1	serr_ant_2	serr_ant_3	serr_ant_4	serr_ant_5	serr_ant_6	serr_ant_7	serr_ant_8	serr_ant_9	subscap10	subscap11	subscap_1	subscap_2	subscap_3	subscap_4	subscap_5	subscap_6	subscap_7	subscap_8	subscap_9	supinator_1	supinator_2	supinator_3	supinator_4	supinator_5	supra_1	supra_2	supra_3	supra_4	ter_maj_1	ter_maj_2	ter_maj_3	ter_maj_4	ter_min_1	ter_min_2	ter_min_3	trap_clav_1	trap_clav_2	trap_scap10	trap_scap11	trap_scap_1	trap_scap_2	trap_scap_3	trap_scap_4	trap_scap_5	trap_scap_6	trap_scap_7	trap_scap_8	trap_scap_9	tric_lat_1	tric_lat_2	tric_lat_3	tric_lat_4	tric_lat_5	tric_long_1	tric_long_2	tric_long_3	tric_long_4	tric_med_1	tric_med_2	tric_med_3	tric_med_4	tric_med_5
      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.01411461	     -0.02450712	     -0.02097859	     -0.02557294	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.07666440	     -0.07477498	     -0.06477646	     -0.04725334	     -0.03191192	     -0.03104940	     -0.10237586	     -0.09466384	     -0.04250799	     -0.03368523	     -0.05352715	     -0.06321708	     -0.07083130	     -0.06084344	     -0.05408122	     -0.05665203	      0.00234909	      0.01125762	      0.01647846	      0.01144008	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.10266421	     -0.13609173	     -0.13817080	     -0.14847602	     -0.15788848	             nan	     -0.01592702	     -0.00933194	      0.15684276	      0.14575335	      0.12807552	      0.10281606	      0.07343315	      0.02939842	     -0.01371148	     -0.02608839	     -0.02400964	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06028570	      0.05974369	     -0.01178598	     -0.02114500	     -0.03432537	     -0.04123614	     -0.03911038	     -0.02936871	      0.00106644	      0.01284172	      0.05831796	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000
      1.00000000	      0.01000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.01405715	     -0.02441699	     -0.02089643	     -0.02549070	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.07674459	     -0.07485030	     -0.06483859	     -0.04727886	     -0.03191845	     -0.03103466	     -0.10228375	     -0.09456557	     -0.04233753	     -0.03355146	     -0.05335601	     -0.06305628	     -0.07067284	     -0.06068363	     -0.05393693	     -0.05649759	      0.00239472	      0.01129854	      0.01654016	      0.01152826	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.10250595	     -0.13590460	     -0.13796526	     -0.14824665	     -0.15764132	             nan	     -0.01585952	     -0.00931099	      0.15673352	      0.14564552	      0.12797528	      0.10273400	      0.07338194	      0.02943023	     -0.01359778	     -0.02593497	     -0.02388429	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06040911	      0.05984792	     -0.01175609	     -0.02109071	     -0.03424687	     -0.04114080	     -0.03901189	     -0.02925069	      0.00119353	      0.01298827	      0.05845477	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000
      2.00000000	      0.02000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.01400418	     -0.02433402	     -0.02082302	     -0.02541919	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.07680088	     -0.07492199	     -0.06491439	     -0.04733342	     -0.03197084	     -0.03108592	     -0.10220415	     -0.09448240	     -0.04219217	     -0.03343764	     -0.05328005	     -0.06297104	     -0.07057695	     -0.06057851	     -0.05381993	     -0.05636533	      0.00243448	      0.01133347	      0.01659042	      0.01159813	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.10238127	     -0.13575200	     -0.13779672	     -0.14806102	     -0.15744175	             nan	     -0.01579864	     -0.00928829	      0.15666268	      0.14557569	      0.12791229	      0.10268649	      0.07335972	      0.02947208	     -0.01349633	     -0.02580393	     -0.02377685	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06051187	      0.05993454	     -0.01173255	     -0.02104820	     -0.03418601	     -0.04106743	     -0.03893682	     -0.02915945	      0.00129436	      0.01310652	      0.05856925	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000
      3.00000000	      0.03000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.01395508	     -0.02425712	     -0.02075724	     -0.02535718	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.07683578	     -0.07499149	     -0.06500425	     -0.04741613	     -0.03206725	     -0.03120008	     -0.10213577	     -0.09441293	     -0.04206911	     -0.03334159	     -0.05329224	     -0.06295534	     -0.07053832	     -0.06052333	     -0.05372737	     -0.05625268	      0.00246866	      0.01136273	      0.01663012	      0.01165105	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.10228720	     -0.13563072	     -0.13766193	     -0.14791538	     -0.15728604	             nan	     -0.01574320	     -0.00926333	      0.15662557	      0.14553947	      0.12788229	      0.10266958	      0.07336312	      0.02952255	     -0.01340587	     -0.02569279	     -0.02368506	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06059510	      0.06000452	     -0.01171478	     -0.02101642	     -0.03414128	     -0.04101420	     -0.03888333	     -0.02909280	      0.00137068	      0.01319837	      0.05866259	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      4.00000000	      0.04000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.01390922	     -0.02418522	     -0.02069797	     -0.02530344	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.07685163	     -0.07506004	     -0.06510836	     -0.04752603	     -0.03220579	     -0.03137400	     -0.10207738	     -0.09435583	     -0.04196564	     -0.03326119	     -0.05338558	     -0.06300320	     -0.07055166	     -0.06051340	     -0.05365640	     -0.05615704	      0.00249759	      0.01138666	      0.01666012	      0.01168836	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.10222092	     -0.13553763	     -0.13755765	     -0.14780602	     -0.15717032	             nan	     -0.01569217	     -0.00923578	      0.15661802	      0.14553296	      0.12788156	      0.10267988	      0.07338925	      0.02958055	     -0.01332514	     -0.02559924	     -0.02360692	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06065978	      0.06005874	     -0.01170222	     -0.02099438	     -0.03411127	     -0.04097938	     -0.03884970	     -0.02904871	      0.00142406	      0.01326557	      0.05873578	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000
      5.00000000	      0.05000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.01386598	     -0.02411729	     -0.02064414	     -0.02525677	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.07685051	     -0.07512863	     -0.06522673	     -0.04766204	     -0.03238453	     -0.03160454	     -0.10202778	     -0.09430983	     -0.04187910	     -0.03319433	     -0.05355317	     -0.06310871	     -0.07061172	     -0.06054408	     -0.05360420	     -0.05607585	      0.00252160	      0.01140562	      0.01668125	      0.01171133	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.10217970	     -0.13546962	     -0.13748070	     -0.14772924	     -0.15709072	             nan	     -0.01564468	     -0.00920539	      0.15663628	      0.14555267	      0.12790676	      0.10271437	      0.07343562	      0.02964519	     -0.01325291	     -0.02552116	     -0.02354061	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.06070684	      0.06009801	     -0.01169434	     -0.02098114	     -0.03409465	     -0.04096135	     -0.03883432	     -0.02902528	      0.00145600	      0.01330975	      0.05878977	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000
      6.00000000	      0.06000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.01382477	     -0.02405230	     -0.02059472	     -0.02521604	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.07683436	     -0.07519809	     -0.06535923	     -0.04782304	     -0.03260153	     -0.03188858	     -0.10198581	     -0.09427372	     -0.04180692	     -0.03313898	     -0.05378826	     -0.06326610	     -0.07071337	     -0.06061084	     -0.05356802	     -0.05600661	      0.00254104	      0.01141997	      0.01669432	      0.01172121	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.10216097	     -0.13542373	     -0.13742798	     -0.14768142	     -0.15704338	             nan	     -0.01559998	     -0.00917200	      0.15667694	      0.14559544	      0.12795490	      0.10277036	      0.07350002	      0.02971575	     -0.01318797	     -0.02545660	     -0.02348452	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.06073709	      0.06012307	     -0.01169066	     -0.02097584	     -0.03409017	     -0.04095859	     -0.03883569	     -0.02902073	      0.00146786	      0.01333239	      0.05882537	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000
      7.00000000	      0.07000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.01378503	     -0.02398930	     -0.02054871	     -0.02518013	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.07680491	     -0.07526909	     -0.06550563	     -0.04800783	     -0.03285488	     -0.03222303	     -0.10195039	     -0.09424634	     -0.04174662	     -0.03309319	     -0.05408427	     -0.06346975	     -0.07085163	     -0.06070932	     -0.05354520	     -0.05594689	      0.00255625	      0.01143005	      0.01670008	      0.01171915	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.10216227	     -0.13539709	     -0.13739650	     -0.14765909	     -0.15702456	             nan	     -0.01555746	     -0.00913554	      0.15673691	      0.14565839	      0.12802325	      0.10284544	      0.07358052	      0.02979165	     -0.01312920	     -0.02540376	     -0.02343717	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.06075127	      0.06013457	     -0.01169071	     -0.02097766	     -0.03409670	     -0.04096971	     -0.03885242	     -0.02903341	      0.00146089	      0.01333484	      0.05884332	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000
      8.00000000	      0.08000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.01374624	     -0.02392737	     -0.02050517	     -0.02514800	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.07676376	     -0.07534216	     -0.06566556	     -0.04821521	     -0.03314265	     -0.03260482	     -0.10192048	     -0.09422662	     -0.04169587	     -0.03305508	     -0.05443485	     -0.06371426	     -0.07102169	     -0.06083527	     -0.05353316	     -0.05589437	      0.00256758	      0.01143620	      0.01669927	      0.01170627	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.10218128	     -0.13538696	     -0.13738339	     -0.14765886	     -0.15703061	             nan	     -0.01551661	     -0.00909600	      0.15681333	      0.14573890	      0.12810935	      0.10293741	      0.07367538	      0.02987240	     -0.01307548	     -0.02536099	     -0.02339725	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.06075005	      0.06013313	     -0.01169408	     -0.02098584	     -0.03411314	     -0.04099339	     -0.03888321	     -0.02906179	      0.00143622	      0.01331837	      0.05884428	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      9.00000000	      0.09000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.01370789	     -0.02386563	     -0.02046323	     -0.02511863	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.07671237	     -0.07541771	     -0.06583863	     -0.04844396	     -0.03346294	     -0.03303094	     -0.10189509	     -0.09421355	     -0.04165242	     -0.03302287	     -0.05483388	     -0.06399441	     -0.07121894	     -0.06098467	     -0.05352948	     -0.05584682	      0.00257533	      0.01143874	      0.01669254	      0.01168360	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.10221584	     -0.13539074	     -0.13738591	     -0.14767756	     -0.15705805	             nan	     -0.01547699	     -0.00905345	      0.15690354	      0.14583453	      0.12821092	      0.10304428	      0.07378300	      0.02995758	     -0.01302581	     -0.02532677	     -0.02336357	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	      0.00000000	     -0.00000000	     -0.00000000	      0.00000000	      0.00000000	      0.06073404	      0.06011928	     -0.01170035	     -0.02099970	     -0.03413853	     -0.04102844	     -0.03892691	     -0.02910447	      0.00139489	      0.01328410	      0.05882881	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	     -0.00000000	      0.00000000	     -0.00000000	      0.00000000
